requisito_id,tipo,licenca,documento,modulo,topico,teste_aderencia,evidencia_esperada,peso,impacto,norma_origem,artigo_referencia,aplicabilidade_uf,data_mapeamento
R.817,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.1 – Definição Geral da Área de Influência,O estudo definiu corretamente o conceito de área de influência conforme o TR?,a) Definição da área de influência como área direta e/ou indiretamente afetada,,,,,MG,2024-01-01
R.818,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.1 – Definição Geral da Área de Influência,O estudo definiu corretamente o conceito de área de influência conforme o TR?,"b) Indicação de que a definição decorre da caracterização, diagnóstico e avaliação de impactos",,,,,MG,2024-01-01
R.819,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),"13.2 – Classificação das Áreas de Influência (ADA, AID, AII)",As três categorias obrigatórias de área de influência foram apresentadas corretamente?,a) Definição da Área Diretamente Afetada (ADA),,,,,MG,2024-01-01
R.820,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),"13.2 – Classificação das Áreas de Influência (ADA, AID, AII)",As três categorias obrigatórias de área de influência foram apresentadas corretamente?,b) Definição da Área de Influência Direta (AID),,,,,MG,2024-01-01
R.821,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),"13.2 – Classificação das Áreas de Influência (ADA, AID, AII)",As três categorias obrigatórias de área de influência foram apresentadas corretamente?,c) Definição da Área de Influência Indireta (AII),,,,,MG,2024-01-01
R.822,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.3 – Delimitação Diferenciada por Meio Ambiental,"O estudo delimitou ADA, AID e AII de forma específica para cada meio ambiental?",a) Delimitação para o meio físico,,,,,MG,2024-01-01
R.823,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.3 – Delimitação Diferenciada por Meio Ambiental,"O estudo delimitou ADA, AID e AII de forma específica para cada meio ambiental?",b) Delimitação para o meio biótico,,,,,MG,2024-01-01
R.824,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.3 – Delimitação Diferenciada por Meio Ambiental,"O estudo delimitou ADA, AID e AII de forma específica para cada meio ambiental?",c) Delimitação para o meio socioeconômico,,,,,MG,2024-01-01
R.825,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.4 – Justificativa da Delimitação das Áreas,"As delimitações da ADA, AID e AII foram justificadas com base técnica adequada?",a) Justificativa da ADA fundamentada no projeto do empreendimento,,,,,MG,2024-01-01
R.826,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.4 – Justificativa da Delimitação das Áreas,"As delimitações da ADA, AID e AII foram justificadas com base técnica adequada?",b) Justificativa da AID com base nos impactos diretos identificados,,,,,MG,2024-01-01
R.827,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.4 – Justificativa da Delimitação das Áreas,"As delimitações da ADA, AID e AII foram justificadas com base técnica adequada?",c) Justificativa da AII com base nos impactos indiretos e potenciais,,,,,MG,2024-01-01
R.828,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),"13.5 – Apresentação Cartográfica (Mapas da ADA, AID, AII)",As áreas de influência foram representadas corretamente em mapas georreferenciados?,a) Mapa georreferenciado da ADA,,,,,MG,2024-01-01
R.829,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),"13.5 – Apresentação Cartográfica (Mapas da ADA, AID, AII)",As áreas de influência foram representadas corretamente em mapas georreferenciados?,b) Mapa georreferenciado da AID,,,,,MG,2024-01-01
R.830,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),"13.5 – Apresentação Cartográfica (Mapas da ADA, AID, AII)",As áreas de influência foram representadas corretamente em mapas georreferenciados?,c) Mapa georreferenciado da AII,,,,,MG,2024-01-01
R.831,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),"13.5 – Apresentação Cartográfica (Mapas da ADA, AID, AII)",As áreas de influência foram representadas corretamente em mapas georreferenciados?,d) Disponibilização dos arquivos georreferenciados correspondentes,,,,,MG,2024-01-01
R.832,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.6 – Delimitação da AID para Impactos Socioeconômicos Negativos (ABEA),A delimitação da AID negativa (ABEA) atende à DN COPAM nº 214/2017?,a) Delimitação específica da AID negativa para impactos socioeconômicos,,,,,MG,2024-01-01
R.833,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.6 – Delimitação da AID para Impactos Socioeconômicos Negativos (ABEA),A delimitação da AID negativa (ABEA) atende à DN COPAM nº 214/2017?,b) Indicação clara de que esta área corresponde à ABEA,,,,,MG,2024-01-01
R.834,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.6 – Delimitação da AID para Impactos Socioeconômicos Negativos (ABEA),A delimitação da AID negativa (ABEA) atende à DN COPAM nº 214/2017?,c) Justificativa técnica baseada nos impactos socioeconômicos negativos,,,,,MG,2024-01-01
R.835,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.7 – Coerência com o Diagnóstico e com a AIA,As áreas de influência estão coerentes com os resultados do Diagnóstico Ambiental (Cap. 9) e da Avaliação de Impactos (Cap. 12)?,a) Coerência com vulnerabilidades identificadas no diagnóstico ambiental,,,,,MG,2024-01-01
R.836,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.7 – Coerência com o Diagnóstico e com a AIA,As áreas de influência estão coerentes com os resultados do Diagnóstico Ambiental (Cap. 9) e da Avaliação de Impactos (Cap. 12)?,b) Coerência com magnitude e alcance espacial dos impactos previstos,,,,,MG,2024-01-01
R.837,,,EIA,13. ÁREAS DE INFLUÊNCIA (AI),13.7 – Coerência com o Diagnóstico e com a AIA,As áreas de influência estão coerentes com os resultados do Diagnóstico Ambiental (Cap. 9) e da Avaliação de Impactos (Cap. 12)?,c) Ajustes realizados conforme necessidades identificadas na AIA,,,,,MG,2024-01-01
R.838,,,EIA,14. PROGRAMAS AMBIENTAIS,14.0 – Diretrizes Gerais dos Programas Ambientais,"O estudo apresenta de forma integrada, coerente e estruturada todos os programas ambientais necessários ao controle, mitigação e acompanhamento dos impactos identificados na AIA?",a) Indicação de que os programas derivam diretamente dos impactos identificados no Cap. 12,,,,,MG,2024-01-01
R.839,,,EIA,14. PROGRAMAS AMBIENTAIS,14.0 – Diretrizes Gerais dos Programas Ambientais,"O estudo apresenta de forma integrada, coerente e estruturada todos os programas ambientais necessários ao controle, mitigação e acompanhamento dos impactos identificados na AIA?",b) Estruturação lógica e padronizada dos programas,,,,,MG,2024-01-01
R.840,,,EIA,14. PROGRAMAS AMBIENTAIS,14.0 – Diretrizes Gerais dos Programas Ambientais,"O estudo apresenta de forma integrada, coerente e estruturada todos os programas ambientais necessários ao controle, mitigação e acompanhamento dos impactos identificados na AIA?","c) Articulação entre programas de controle, monitoramento e mitigação",,,,,MG,2024-01-01
R.841,,,EIA,14. PROGRAMAS AMBIENTAIS,14.0 – Diretrizes Gerais dos Programas Ambientais,"O estudo apresenta de forma integrada, coerente e estruturada todos os programas ambientais necessários ao controle, mitigação e acompanhamento dos impactos identificados na AIA?","d) Compatibilidade com os meios físico, biótico e socioeconômico",,,,,MG,2024-01-01
R.842,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,a) Objetivos claramente definidos,,,,,MG,2024-01-01
R.843,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,b) Métodos e procedimentos,,,,,MG,2024-01-01
R.844,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,c) Indicadores de desempenho,,,,,MG,2024-01-01
R.845,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,d) Metas e parâmetros de monitoramento,,,,,MG,2024-01-01
R.846,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,e) Frequência de execução,,,,,MG,2024-01-01
R.847,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,f) Pontos de monitoramento,,,,,MG,2024-01-01
R.848,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,g) Procedimentos de registro e reporte,,,,,MG,2024-01-01
R.849,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,h) Responsáveis pela execução,,,,,MG,2024-01-01
R.850,,,EIA,14. PROGRAMAS AMBIENTAIS,14.1 – Estrutura Geral dos Programas Ambientais,Cada programa ambiental segue a estrutura padrão exigida no Termo de Referência?,i) Integração com outros programas ambientais,,,,,MG,2024-01-01
R.851,,,EIA,14. PROGRAMAS AMBIENTAIS,14.2 – Programa de Monitoramento da Qualidade do Ar,O programa contempla monitoramento de emissões atmosféricas conforme legislação?,a) Procedimentos para monitoramento de material particulado,,,,,MG,2024-01-01
R.852,,,EIA,14. PROGRAMAS AMBIENTAIS,14.2 – Programa de Monitoramento da Qualidade do Ar,O programa contempla monitoramento de emissões atmosféricas conforme legislação?,b) Parâmetros monitorados conforme normas ambientais,,,,,MG,2024-01-01
R.853,,,EIA,14. PROGRAMAS AMBIENTAIS,14.2 – Programa de Monitoramento da Qualidade do Ar,O programa contempla monitoramento de emissões atmosféricas conforme legislação?,c) Identificação dos pontos de medição,,,,,MG,2024-01-01
R.854,,,EIA,14. PROGRAMAS AMBIENTAIS,14.2 – Programa de Monitoramento da Qualidade do Ar,O programa contempla monitoramento de emissões atmosféricas conforme legislação?,d) Frequência e métodos das campanhas,,,,,MG,2024-01-01
R.855,,,EIA,14. PROGRAMAS AMBIENTAIS,14.2 – Programa de Monitoramento da Qualidade do Ar,O programa contempla monitoramento de emissões atmosféricas conforme legislação?,e) Ações corretivas em caso de não conformidade,,,,,MG,2024-01-01
R.856,,,EIA,14. PROGRAMAS AMBIENTAIS,14.3 – Programa de Controle e Monitoramento de Ruído e Vibrações,O programa segue as normas técnicas aplicáveis e contempla áreas sensíveis?,a) Medições de ruído conforme ABNT NBR 10151,,,,,MG,2024-01-01
R.857,,,EIA,14. PROGRAMAS AMBIENTAIS,14.3 – Programa de Controle e Monitoramento de Ruído e Vibrações,O programa segue as normas técnicas aplicáveis e contempla áreas sensíveis?,b) Medições de vibração conforme ABNT NBR 9653 (quando houver explosivos),,,,,MG,2024-01-01
R.858,,,EIA,14. PROGRAMAS AMBIENTAIS,14.3 – Programa de Controle e Monitoramento de Ruído e Vibrações,O programa segue as normas técnicas aplicáveis e contempla áreas sensíveis?,c) Pontos de monitoramento identificados,,,,,MG,2024-01-01
R.859,,,EIA,14. PROGRAMAS AMBIENTAIS,14.3 – Programa de Controle e Monitoramento de Ruído e Vibrações,O programa segue as normas técnicas aplicáveis e contempla áreas sensíveis?,d) Frequência e protocolos de medição,,,,,MG,2024-01-01
R.860,,,EIA,14. PROGRAMAS AMBIENTAIS,14.3 – Programa de Controle e Monitoramento de Ruído e Vibrações,O programa segue as normas técnicas aplicáveis e contempla áreas sensíveis?,e) Ações de controle e mitigação,,,,,MG,2024-01-01
R.861,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,a) Pontos de monitoramento em mapa,,,,,MG,2024-01-01
R.862,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,"b) Parâmetros físicos, químicos e biológicos",,,,,MG,2024-01-01
R.863,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,c) Monitoramento de águas superficiais,,,,,MG,2024-01-01
R.864,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,d) Monitoramento de águas subterrâneas,,,,,MG,2024-01-01
R.865,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,e) Monitoramento de efluentes (quando aplicável),,,,,MG,2024-01-01
R.866,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,f) Frequência e métodos de amostragem,,,,,MG,2024-01-01
R.867,,,EIA,14. PROGRAMAS AMBIENTAIS,"14.4 – Programa de Monitoramento da Água Superficial, Subterrânea e Efluentes",O programa atende às diretrizes oficiais de monitoramento hídrico?,g) Ações corretivas quando houver excedências,,,,,MG,2024-01-01
R.868,,,EIA,14. PROGRAMAS AMBIENTAIS,14.5 – Programa de Controle de Processos Erosivos e Assoreamento,O programa apresenta medidas para controle e prevenção de processos erosivos?,a) Medidas preventivas de controle de erosão,,,,,MG,2024-01-01
R.869,,,EIA,14. PROGRAMAS AMBIENTAIS,14.5 – Programa de Controle de Processos Erosivos e Assoreamento,O programa apresenta medidas para controle e prevenção de processos erosivos?,b) Técnicas de estabilização de taludes,,,,,MG,2024-01-01
R.870,,,EIA,14. PROGRAMAS AMBIENTAIS,14.5 – Programa de Controle de Processos Erosivos e Assoreamento,O programa apresenta medidas para controle e prevenção de processos erosivos?,c) Práticas de drenagem superficial,,,,,MG,2024-01-01
R.871,,,EIA,14. PROGRAMAS AMBIENTAIS,14.5 – Programa de Controle de Processos Erosivos e Assoreamento,O programa apresenta medidas para controle e prevenção de processos erosivos?,d) Monitoramento de áreas suscetíveis,,,,,MG,2024-01-01
R.872,,,EIA,14. PROGRAMAS AMBIENTAIS,14.5 – Programa de Controle de Processos Erosivos e Assoreamento,O programa apresenta medidas para controle e prevenção de processos erosivos?,e) Ações corretivas previstas,,,,,MG,2024-01-01
R.873,,,EIA,14. PROGRAMAS AMBIENTAIS,14.6 – Programa de Supressão Vegetal e Resgate de Flora,O programa segue normas de supressão vegetal e manejo da flora nativa?,a) Procedimentos de corte e remoção da vegetação,,,,,MG,2024-01-01
R.874,,,EIA,14. PROGRAMAS AMBIENTAIS,14.6 – Programa de Supressão Vegetal e Resgate de Flora,O programa segue normas de supressão vegetal e manejo da flora nativa?,b) Resgate de espécies protegidas ou sensíveis,,,,,MG,2024-01-01
R.875,,,EIA,14. PROGRAMAS AMBIENTAIS,14.6 – Programa de Supressão Vegetal e Resgate de Flora,O programa segue normas de supressão vegetal e manejo da flora nativa?,c) Destinação adequada do material lenhoso,,,,,MG,2024-01-01
R.876,,,EIA,14. PROGRAMAS AMBIENTAIS,14.6 – Programa de Supressão Vegetal e Resgate de Flora,O programa segue normas de supressão vegetal e manejo da flora nativa?,d) Integração com compensação florestal,,,,,MG,2024-01-01
R.877,,,EIA,14. PROGRAMAS AMBIENTAIS,14.6 – Programa de Supressão Vegetal e Resgate de Flora,O programa segue normas de supressão vegetal e manejo da flora nativa?,e) Ações de recomposição vegetal,,,,,MG,2024-01-01
R.878,,,EIA,14. PROGRAMAS AMBIENTAIS,14.7 – Programa de Resgate e Afugentamento de Fauna,O programa minimiza impactos sobre a fauna local?,a) Procedimentos de resgate e soltura,,,,,MG,2024-01-01
R.879,,,EIA,14. PROGRAMAS AMBIENTAIS,14.7 – Programa de Resgate e Afugentamento de Fauna,O programa minimiza impactos sobre a fauna local?,b) Identificação de áreas prioritárias,,,,,MG,2024-01-01
R.880,,,EIA,14. PROGRAMAS AMBIENTAIS,14.7 – Programa de Resgate e Afugentamento de Fauna,O programa minimiza impactos sobre a fauna local?,c) Equipe técnica habilitada,,,,,MG,2024-01-01
R.881,,,EIA,14. PROGRAMAS AMBIENTAIS,14.7 – Programa de Resgate e Afugentamento de Fauna,O programa minimiza impactos sobre a fauna local?,d) Registros de fauna resgatada,,,,,MG,2024-01-01
R.882,,,EIA,14. PROGRAMAS AMBIENTAIS,14.8 – Programa de Educação Ambiental,O programa promove educação e capacitação ambiental?,a) Atividades educativas com trabalhadores,,,,,MG,2024-01-01
R.883,,,EIA,14. PROGRAMAS AMBIENTAIS,14.8 – Programa de Educação Ambiental,O programa promove educação e capacitação ambiental?,b) Conteúdos relacionados a boas práticas ambientais,,,,,MG,2024-01-01
R.884,,,EIA,14. PROGRAMAS AMBIENTAIS,14.8 – Programa de Educação Ambiental,O programa promove educação e capacitação ambiental?,c) Ações comunitárias (quando aplicável),,,,,MG,2024-01-01
R.885,,,EIA,14. PROGRAMAS AMBIENTAIS,14.8 – Programa de Educação Ambiental,O programa promove educação e capacitação ambiental?,d) Materiais e métodos utilizados,,,,,MG,2024-01-01
R.886,,,EIA,14. PROGRAMAS AMBIENTAIS,14.9 – Programa de Comunicação Social,O programa apresenta canais de comunicação eficazes com comunidades e órgãos?,"a) Canais de comunicação (telefone, e-mail, atendimento, etc.)",,,,,MG,2024-01-01
R.887,,,EIA,14. PROGRAMAS AMBIENTAIS,14.9 – Programa de Comunicação Social,O programa apresenta canais de comunicação eficazes com comunidades e órgãos?,b) Procedimentos de registro e resposta às demandas,,,,,MG,2024-01-01
R.888,,,EIA,14. PROGRAMAS AMBIENTAIS,14.9 – Programa de Comunicação Social,O programa apresenta canais de comunicação eficazes com comunidades e órgãos?,c) Disponibilização de informações claras sobre o empreendimento,,,,,MG,2024-01-01
R.889,,,EIA,14. PROGRAMAS AMBIENTAIS,14.10 – Programa de Gerenciamento de Resíduos Sólidos,O programa apresenta o gerenciamento adequado dos resíduos sólidos?,a) Classificação dos resíduos,,,,,MG,2024-01-01
R.890,,,EIA,14. PROGRAMAS AMBIENTAIS,14.10 – Programa de Gerenciamento de Resíduos Sólidos,O programa apresenta o gerenciamento adequado dos resíduos sólidos?,"b) Sistema de armazenamento, transporte e destinação",,,,,MG,2024-01-01
R.891,,,EIA,14. PROGRAMAS AMBIENTAIS,14.10 – Programa de Gerenciamento de Resíduos Sólidos,O programa apresenta o gerenciamento adequado dos resíduos sólidos?,c) Ações de minimização e reciclagem,,,,,MG,2024-01-01
R.892,,,EIA,14. PROGRAMAS AMBIENTAIS,14.10 – Programa de Gerenciamento de Resíduos Sólidos,O programa apresenta o gerenciamento adequado dos resíduos sólidos?,d) Monitoramento e registro de volumes,,,,,MG,2024-01-01
R.893,,,EIA,14. PROGRAMAS AMBIENTAIS,14.11 – Programa de Gestão de Riscos e Emergências,O programa apresenta procedimentos adequados para situações de risco e emergência?,a) Identificação de riscos operacionais e ambientais,,,,,MG,2024-01-01
R.894,,,EIA,14. PROGRAMAS AMBIENTAIS,14.11 – Programa de Gestão de Riscos e Emergências,O programa apresenta procedimentos adequados para situações de risco e emergência?,b) Protocolos de emergência padronizados,,,,,MG,2024-01-01
R.895,,,EIA,14. PROGRAMAS AMBIENTAIS,14.11 – Programa de Gestão de Riscos e Emergências,O programa apresenta procedimentos adequados para situações de risco e emergência?,c) Treinamentos periódicos da equipe,,,,,MG,2024-01-01
R.896,,,EIA,14. PROGRAMAS AMBIENTAIS,14.11 – Programa de Gestão de Riscos e Emergências,O programa apresenta procedimentos adequados para situações de risco e emergência?,d) Planos de contingência alinhados com órgãos públicos,,,,,MG,2024-01-01
R.897,,,EIA,14. PROGRAMAS AMBIENTAIS,14.12 – Programa de Recuperação de Áreas Degradadas (PRAD),O programa apresenta estratégias adequadas para recuperação de áreas degradadas?,a) Diagnóstico das áreas degradadas,,,,,MG,2024-01-01
R.898,,,EIA,14. PROGRAMAS AMBIENTAIS,14.12 – Programa de Recuperação de Áreas Degradadas (PRAD),O programa apresenta estratégias adequadas para recuperação de áreas degradadas?,b) Técnicas de recuperação e revegetação,,,,,MG,2024-01-01
R.899,,,EIA,14. PROGRAMAS AMBIENTAIS,14.12 – Programa de Recuperação de Áreas Degradadas (PRAD),O programa apresenta estratégias adequadas para recuperação de áreas degradadas?,c) Cronograma de execução,,,,,MG,2024-01-01
R.900,,,EIA,14. PROGRAMAS AMBIENTAIS,14.12 – Programa de Recuperação de Áreas Degradadas (PRAD),O programa apresenta estratégias adequadas para recuperação de áreas degradadas?,d) Monitoramento da recuperação,,,,,MG,2024-01-01
R.901,,,EIA,14. PROGRAMAS AMBIENTAIS,14.13 – Programa de Monitoramento Climático (quando aplicável),O programa monitora variáveis climáticas relevantes ao projeto?,"a) Parâmetros monitorados (chuva, vento, temperatura etc.)",,,,,MG,2024-01-01
R.902,,,EIA,14. PROGRAMAS AMBIENTAIS,14.13 – Programa de Monitoramento Climático (quando aplicável),O programa monitora variáveis climáticas relevantes ao projeto?,b) Localização dos pontos de medição,,,,,MG,2024-01-01
R.903,,,EIA,14. PROGRAMAS AMBIENTAIS,14.13 – Programa de Monitoramento Climático (quando aplicável),O programa monitora variáveis climáticas relevantes ao projeto?,c) Periodicidade das campanhas,,,,,MG,2024-01-01
R.904,,,EIA,14. PROGRAMAS AMBIENTAIS,14.14 – Programa de Monitoramento da Estabilidade Geotécnica (quando aplicável),"Há monitoramento adequado de taludes, pilhas e estruturas geotécnicas?",a) Instrumentação geotécnica aplicada,,,,,MG,2024-01-01
R.905,,,EIA,14. PROGRAMAS AMBIENTAIS,14.14 – Programa de Monitoramento da Estabilidade Geotécnica (quando aplicável),"Há monitoramento adequado de taludes, pilhas e estruturas geotécnicas?",b) Monitoramento piezométrico (quando aplicável),,,,,MG,2024-01-01
R.906,,,EIA,14. PROGRAMAS AMBIENTAIS,14.14 – Programa de Monitoramento da Estabilidade Geotécnica (quando aplicável),"Há monitoramento adequado de taludes, pilhas e estruturas geotécnicas?",c) Avaliações periódicas de estabilidade,,,,,MG,2024-01-01
R.907,,,EIA,14. PROGRAMAS AMBIENTAIS,14.14 – Programa de Monitoramento da Estabilidade Geotécnica (quando aplicável),"Há monitoramento adequado de taludes, pilhas e estruturas geotécnicas?",d) Ações preventivas e corretivas,,,,,MG,2024-01-01
R.908,,,EIA,14. PROGRAMAS AMBIENTAIS,14.15 – Integração dos Programas Ambientais,Os programas ambientais foram integrados de forma coerente ao conjunto do EIA?,a) Indicação de como os programas se complementam,,,,,MG,2024-01-01
R.909,,,EIA,14. PROGRAMAS AMBIENTAIS,14.15 – Integração dos Programas Ambientais,Os programas ambientais foram integrados de forma coerente ao conjunto do EIA?,b) Coerência com os impactos identificados no Cap. 12,,,,,MG,2024-01-01
R.910,,,EIA,14. PROGRAMAS AMBIENTAIS,14.15 – Integração dos Programas Ambientais,Os programas ambientais foram integrados de forma coerente ao conjunto do EIA?,c) Vinculação dos programas ao licenciamento ambiental,,,,,MG,2024-01-01
R.911,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.0 – Diretrizes Gerais do Prognóstico Ambiental,"O estudo apresenta prognósticos ambientais estruturados, coerentes e integrados, considerando cenários futuros com e sem o empreendimento?",a) Indicação clara dos objetivos e finalidade do prognóstico ambiental,,,,,MG,2024-01-01
R.912,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.0 – Diretrizes Gerais do Prognóstico Ambiental,"O estudo apresenta prognósticos ambientais estruturados, coerentes e integrados, considerando cenários futuros com e sem o empreendimento?","b) Integração entre cenários, diagnóstico (Cap. 9), AIA (Cap. 12) e programas ambientais (Cap. 14)",,,,,MG,2024-01-01
R.913,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.0 – Diretrizes Gerais do Prognóstico Ambiental,"O estudo apresenta prognósticos ambientais estruturados, coerentes e integrados, considerando cenários futuros com e sem o empreendimento?",c) Consideração de processos ambientais naturais e antrópicos,,,,,MG,2024-01-01
R.914,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.0 – Diretrizes Gerais do Prognóstico Ambiental,"O estudo apresenta prognósticos ambientais estruturados, coerentes e integrados, considerando cenários futuros com e sem o empreendimento?",d) Estruturação do prognóstico em cenários comparáveis e consistentes,,,,,MG,2024-01-01
R.915,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.1 – Apresentação dos Cenários Futuros,O estudo apresentou cenários futuros da região com e sem o empreendimento?,a) Cenário futuro com implantação do empreendimento,,,,,MG,2024-01-01
R.916,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.1 – Apresentação dos Cenários Futuros,O estudo apresentou cenários futuros da região com e sem o empreendimento?,b) Cenário futuro sem implantação do empreendimento,,,,,MG,2024-01-01
R.917,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.1 – Apresentação dos Cenários Futuros,O estudo apresentou cenários futuros da região com e sem o empreendimento?,"c) Consideração de mudanças ambientais, sociais e econômicas nos dois cenários",,,,,MG,2024-01-01
R.918,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.2 – Fundamentação Técnica para Construção dos Cenários,Os cenários foram elaborados com base nos estudos e análises realizadas no EIA?,a) Uso do diagnóstico ambiental (Cap. 9),,,,,MG,2024-01-01
R.919,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.2 – Fundamentação Técnica para Construção dos Cenários,Os cenários foram elaborados com base nos estudos e análises realizadas no EIA?,b) Consideração da análise integrada dos meios ambientais,,,,,MG,2024-01-01
R.920,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.2 – Fundamentação Técnica para Construção dos Cenários,Os cenários foram elaborados com base nos estudos e análises realizadas no EIA?,c) Integração com programas ambientais (Cap. 14),,,,,MG,2024-01-01
R.921,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.3 – Base Técnica para Construção dos Cenários,O estudo apresentou caracterização ambiental integrada para os dois cenários?,a) Caracterização integrada do cenário com projeto,,,,,MG,2024-01-01
R.922,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.3 – Base Técnica para Construção dos Cenários,O estudo apresentou caracterização ambiental integrada para os dois cenários?,b) Caracterização integrada do cenário sem projeto,,,,,MG,2024-01-01
R.923,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.3 – Base Técnica para Construção dos Cenários,O estudo apresentou caracterização ambiental integrada para os dois cenários?,"c) Consideração dos meios físico, biótico e socioeconômico",,,,,MG,2024-01-01
R.924,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.3 – Base Técnica para Construção dos Cenários,O estudo apresentou caracterização ambiental integrada para os dois cenários?,d) Comparação direta entre os dois cenários,,,,,MG,2024-01-01
R.925,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.4 – Análise das Tendências Ambientais da Região,Foram consideradas as tendências naturais e antrópicas de evolução da região?,"a) Tendências naturais do meio físico (clima, relevo, solo, água)",,,,,MG,2024-01-01
R.926,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.4 – Análise das Tendências Ambientais da Região,Foram consideradas as tendências naturais e antrópicas de evolução da região?,"b) Tendências ecológicas do meio biótico (sucessão, fragmentação, conectividade)",,,,,MG,2024-01-01
R.927,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.4 – Análise das Tendências Ambientais da Região,Foram consideradas as tendências naturais e antrópicas de evolução da região?,"c) Tendências socioeconômicas (população, atividades produtivas, infraestrutura)",,,,,MG,2024-01-01
R.928,,,EIA,15. PROGNÓSTICO AMBIENTAL,15.5 – Integração entre Temas e Meios Ambientais,"Os cenários foram construídos de forma sistêmica, integrando diferentes temas ambientais?","a) Integração entre meios físico, biótico e socioeconômico",,,,,MG,2024-01-01
